SAMPLE_DATE,DATA_PROVIDER,SAMPLE_NAME,Lake Name,INFO_TYPE,HAB_STATUS,Bloom Extent,Latitude,Longitude,DOMINANT ALGAL SPECIES,MICROCYSTIN,FP_BG,FP_TOT,FP_CRYP,FP_GREEN,FP_DIA,LAB_NAME_CODE,Station.Name,REMARK
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.51703,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.47542,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.51217,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.741793,-76.502528,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88464,-76.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,43.37593,-77.89427,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.83348,-76.50382,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.48413,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,40.24056,-77.12846,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.52372,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82676,-76.5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/12/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.5446,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/13/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.5372,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/16/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.90233,-76.53009,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,CSL,19-61.2-06,Owasco Lake,OW,NO_BLOOM,NO BLOOM PRESENT,42.79458,-76.493173,"Fragilaria, unicellular coccoid green algae",NA,0,11.7,0.3,3.8,7.6,UFI,Owasco Lake Site 2 Epi,<LOD
8/19/2019,CSL,19-61.2-99,Owasco Lake,OW,NO_BLOOM,NO BLOOM PRESENT,42.79458,-76.493173,Fragilaria,NA,0,15.6,1.1,4.3,10.2,UFI,Owasco Lake Site 2 Epi,<LOD
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82876,-76.52287,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82524,-76.52106,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.5446,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88434,-76.54314,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,43.80562,-79.70307,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.50999,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.51927,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.5372,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,34.77364,-77.43554,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.50479,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.48413,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.741793,-76.502528,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/19/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.53097,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,34.92862,-80.44006,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8793,-76.51656,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8034,-76.48968,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.90184,-76.52887,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88422,-76.5433,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.48413,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82615,-76.52133,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82844,-76.52276,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82461,-76.52076,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.89845,-76.53685,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8445,-76.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.9017,-76.53533,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.47542,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.80162,-76.50928,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8/26/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.50479,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8034,-76.48968,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8445,-76.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.89514,-76.52575,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.47542,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88805,-76.51953,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.80247,-76.50975,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.48413,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88493,-76.54284,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.85458,-76.50577,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.87312,-76.53794,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.50479,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.79458,-76.49317,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82461,-76.52076,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.89845,-76.53685,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.741793,-76.502528,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/2/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82634,-76.52152,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/2019,CSL,19-61.1-04,Owasco Lake,OW,NO_BLOOM,OPEN WATER,42.8445,-76.516,NA,NA,0.5,4.5,0.7,2,1.4,UFI,Owasco Lake Site 1 Epi,
9/3/2019,CSL,19-61.2-07,Owasco Lake,OW,NO_BLOOM,OPEN WATER,42.79458,-76.493173,NA,NA,0.1,3.8,0.5,1.7,1.5,UFI,Owasco Lake Site 2 Epi,
9/3/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.81662,-76.49867,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.82189,-76.52029,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.85481,-76.5058,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.7559084,-76.47322273,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.90055,-76.53026,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/2019,PUB,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.8287,-76.52334,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/5/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.90289,-76.53095,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/5/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.84369448,-76.52671167,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/5/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.88805,-76.51953,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/5/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.89445,-76.52578,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/5/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.79458,-76.49317,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/5/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.83573,-76.50395,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/5/2019,PUB,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.755844,-76.472587,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/5/2019,PUB,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.755844,-76.472587,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/6/2019,USGS,NA,Owasco Lake,RT,SUSPICIOUS,OPEN WATER,42.755844,-76.472587,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/6/2019,USGS,NA,Owasco Lake,RT,SUSPICIOUS,OPEN WATER,42.755844,-76.472587,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.87312,-76.53794,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8264,-76.52151,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,41.73322,-76.96753,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8034,-76.48968,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.89845,-76.53685,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8445,-76.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88463,-76.54365,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.741793,-76.502528,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88805,-76.51953,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.79458,-76.49317,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/9/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.50479,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/10/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.89476,-76.52562,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/13/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8034,-76.48968,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/15/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.75589265,-76.47323132,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,CSL,19-61.1-05,Owasco Lake,OW,NO_BLOOM,OPEN WATER,42.8445,-76.516,NA,NA,0.8,5.2,0.8,2.2,1.3,UFI,Owasco Lake Site 1 Epi,
9/16/2019,CSL,19-61.2-08,Owasco Lake,OW,NO_BLOOM,OPEN WATER,42.79458,-76.493173,NA,NA,0.7,5.7,0.8,2.7,1.5,UFI,Owasco Lake Site 2 Epi,
9/16/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8445,-76.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.81662,-76.49867,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.83367,-76.50413,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88805,-76.51953,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8034,-76.48968,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.8016,-76.50928,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.86466,-76.53533,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.89845,-76.53685,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.741793,-76.502528,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.82461,-76.52076,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,PUB,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.76835036,-76.48023332,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/16/2019,OWA,19-3114-B1,Owasco Lake,SB,CONFIRMED_WITH_HIGH_TOXINS,SMALL LOCALIZED,42.75902903,-76.47541973,Microcystis,75,43.3,46.9,3.6,0,0,NA,Owasco Lake,>
9/16/2019,OWA,19-3115-B01,Owasco Lake,SB,CONFIRMED_WITH_HIGH_TOXINS,LARGE LOCALIZED,42.77215788,-76.48412618,"Microcystis, Dolichospermum",75,47.5,52.1,4.7,0,0,NA,Owasco Lake,>
9/16/2019,OWA,19-3117-B1,Owasco Lake,SB,CONFIRMED_WITH_HIGH_TOXINS,LARGE LOCALIZED,42.82461509,-76.5209963,"Microcystis, Dolichospermum",75,16.6,17.7,1.1,0,0,NA,Owasco Lake,>
9/16/2019,OWA,19-3123-B1,Owasco Lake,SB,CONFIRMED_WITH_HIGH_TOXINS,SMALL LOCALIZED,42.812944,-76.497225,Microcystis,75,22,23.5,1.5,0,0,NA,Owasco Lake,>
9/17/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.79458,-76.49317,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/17/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.75589265,-76.47320986,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/18/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.8216834,-76.50173834,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/20/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.89845,-76.53685,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/20/2019,PUB,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.755844,-76.472587,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/21/2019,PUB,NA,Owasco Lake,RT,SUSPICIOUS,OPEN WATER,42.755844,-76.472587,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/21/2019,PUB,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.755844,-76.472587,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.48413,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8034,-76.48968,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88313,-76.51857,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82627,-76.52156,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.89845,-76.53685,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,5.68E-14,5.68E-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.47542,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.88805,-76.51953,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,SMALL LOCALIZED,42.90503,-76.54178,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.895,-76.52596,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/23/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82461,-76.52076,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/24/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.79458,-76.49317,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/24/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.80374,-76.51127,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/24/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,39.05018,-77.75111,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,CSL,19-61.1-06,Owasco Lake,OW,NO_BLOOM,OPEN WATER,42.8445,-76.516,NA,NA,1.2,5.3,1.1,1.7,1.3,UFI,Owasco Lake Site 1 Epi,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.81662,-76.49867,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.82494,-76.52097,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8842,-76.54403,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.80309,-76.50996,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.89845,-76.53685,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.83452,-76.50423,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.79458,-76.49317,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.83346,-76.52505,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.48413,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.74179,-76.47542,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.8034,-76.48968,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.83367,-76.50419,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,39.5676,-77.46435,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9/30/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.741793,-76.502528,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10/1/2019,OWA,NA,Owasco Lake,RT,NO_BLOOM,NO BLOOM PRESENT,42.89465,-76.52584,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10/8/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.75587689,-76.4731884,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10/8/2019,PUB,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.755844,-76.472587,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10/9/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.75587689,-76.47320986,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10/9/2019,PUB,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.755844,-76.472587,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10/10/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,SMALL LOCALIZED,42.7559084,-76.4731884,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10/11/2019,OWA,NA,Owasco Lake,RT,SUSPICIOUS,LARGE LOCALIZED,42.75540423,-76.47336006,NA,NA,NA,NA,NA,NA,NA,NA,NA,
